class_id,status,elapsed_ms,candidate_count,detail
139,error,897,15,"oracle compilation failed for ClonePair139  C:\Users\yoshi\AppData\Local\Temp\clonepair-139-equiv-vcndh0v2\all\ClonePair139EquivalenceOracle.java:41: エラー: 不適合な型: Comparator<Object>をComparator<Double>に変換できません:         if (check(0, () -> new ClonePair139().method1(new Double[]{}, naturalComparator()), () -> new ClonePair139().method2(new Double[]{}, naturalComparator()))) { return; }                "
140,no_counterexample_found,1007,5,
141,no_counterexample_found,1173,113,
142,difference_existing_test,1041,36,candidate_index=0;method1=OK;method2=OK
143,no_counterexample_found,1111,50,
144,no_counterexample_found,1127,81,
145,no_counterexample_found,1158,81,
146,no_counterexample_found,1125,81,
147,no_counterexample_found,1112,81,
148,no_counterexample_found,1145,81,
149,no_counterexample_found,1141,81,
150,no_counterexample_found,1119,81,
151,no_counterexample_found,1139,81,
152,no_counterexample_found,1144,81,
153,no_counterexample_found,1138,81,
154,no_counterexample_found,1142,81,
155,difference_existing_test,1119,81,candidate_index=17;method1=EX;method2=OK
156,no_counterexample_found,1134,81,
157,no_counterexample_found,1141,81,
158,no_counterexample_found,1134,81,
159,no_counterexample_found,1138,81,
160,no_counterexample_found,1132,81,
161,no_counterexample_found,1236,81,
162,no_counterexample_found,1246,81,
163,no_counterexample_found,1213,81,
164,no_counterexample_found,1134,81,
165,no_counterexample_found,1407,81,
166,no_counterexample_found,1309,81,
167,no_counterexample_found,1157,81,
168,no_counterexample_found,1155,81,
169,no_counterexample_found,1178,81,
170,no_counterexample_found,1167,81,
