class_id,status,difference_kind,case_count,case_label,logical_args,method1_status,method2_status,method1_exception_class,method2_exception_class,error
195,no_difference,,3,,[],,,,,
189,no_difference,,3,,[],,,,,
190,no_difference,,3,,[],,,,,
188,no_difference,,3,,[],,,,,
185,no_difference,,3,,[],,,,,
194,no_difference,,3,,[],,,,,
207,no_difference,,3,,[],,,,,
197,no_difference,,3,,[],,,,,
201,no_difference,,3,,[],,,,,
206,no_difference,,3,,[],,,,,
208,no_difference,,3,,[],,,,,
198,no_difference,,3,,[],,,,,
209,no_difference,,3,,[],,,,,
223,no_difference,,3,,[],,,,,
221,no_difference,,3,,[],,,,,
218,no_difference,,3,,[],,,,,
214,no_difference,,3,,[],,,,,
224,no_difference,,3,,[],,,,,
226,no_difference,,3,,[],,,,,
229,no_difference,,3,,[],,,,,
227,no_difference,,3,,[],,,,,
230,no_difference,,3,,[],,,,,
232,no_difference,,3,,[],,,,,
233,no_difference,,3,,[],,,,,
235,no_difference,,3,,[],,,,,
325,no_difference,,3,,[],,,,,
237,no_difference,,3,,[],,,,,
370,no_difference,,3,,[],,,,,
371,no_difference,,3,,[],,,,,
372,no_difference,,3,,[],,,,,
