class_id,status,elapsed_ms,candidate_count,detail
4131,no_counterexample_found,1181,25,
4132,no_counterexample_found,1197,25,
4133,no_counterexample_found,1154,25,
4134,no_counterexample_found,1366,25,
4135,no_counterexample_found,1395,25,
4136,difference_existing_test,1164,5,candidate_index=3;method1=OK;method2=OK
4137,difference_existing_test,1226,5,candidate_index=3;method1=OK;method2=OK
4138,difference_existing_test,1084,5,candidate_index=3;method1=OK;method2=OK
4139,difference_existing_test,1092,5,candidate_index=3;method1=OK;method2=OK
4140,no_counterexample_found,1079,5,
4141,no_counterexample_found,1095,5,
4142,no_counterexample_found,1100,5,
4143,no_counterexample_found,1837,5,
4144,no_counterexample_found,1156,5,
4145,no_counterexample_found,1176,5,
4146,no_counterexample_found,1196,5,
4147,no_counterexample_found,1357,50,
4148,difference_existing_test,1274,50,candidate_index=8;method1=OK;method2=OK
4149,difference_existing_test,1225,50,candidate_index=8;method1=OK;method2=OK
4150,error,17508198,50,"Command '['java', '-ea', '-cp', 'C:\\Users\\yoshi\\AppData\\Local\\Temp\\clonepair-4150-equiv-09y8b4nt', 'all.ClonePair4150EquivalenceOracle']' timed out after 20 seconds"
