class_id,status,elapsed_ms,candidate_count,detail
8272,no_counterexample_found,2170,100,
8273,no_counterexample_found,1701,100,
8274,no_counterexample_found,2021,90,
8275,no_counterexample_found,1942,81,
8276,difference_test_written,1825,100,candidate_index=13;method1=OK;method2=OK
8277,no_counterexample_found,2158,90,
8278,no_counterexample_found,1917,81,
8279,difference_test_written,1691,100,candidate_index=19;method1=OK;method2=EX
8280,difference_test_written,1815,100,candidate_index=19;method1=OK;method2=EX
8281,difference_test_written,1774,100,candidate_index=19;method1=OK;method2=EX
8282,difference_test_written,1800,81,candidate_index=17;method1=OK;method2=EX
8283,difference_test_written,1923,81,candidate_index=17;method1=OK;method2=EX
8284,difference_test_written,1831,81,candidate_index=17;method1=OK;method2=EX
8285,difference_test_written,2242,81,candidate_index=17;method1=OK;method2=EX
8286,no_counterexample_found,2132,81,
8287,difference_test_written,1592,81,candidate_index=17;method1=OK;method2=EX
8288,difference_test_written,1843,100,candidate_index=19;method1=OK;method2=EX
8289,difference_test_written,1828,81,candidate_index=17;method1=OK;method2=EX
8290,difference_test_written,1908,81,candidate_index=17;method1=OK;method2=EX
8291,no_counterexample_found,1970,6,
8292,difference_test_written,1974,81,candidate_index=2;method1=OK;method2=OK
8293,no_counterexample_found,3361,81,
8294,no_counterexample_found,2338,81,
8295,no_counterexample_found,1880,81,
8296,no_counterexample_found,1477,81,
8297,no_counterexample_found,1716,81,
8298,no_counterexample_found,1783,10,
8299,no_counterexample_found,1763,6,
8300,no_counterexample_found,1765,10,
8301,no_counterexample_found,1729,10,
8302,no_counterexample_found,1396,10,
8303,no_counterexample_found,1572,100,
8304,no_counterexample_found,1371,10,
8305,no_counterexample_found,1648,100,
8306,no_counterexample_found,2388,10,
8307,no_counterexample_found,1356,10,
8308,no_counterexample_found,2187,100,
8309,no_counterexample_found,2022,100,
8310,no_counterexample_found,10349,100,
8311,no_counterexample_found,1321,100,
8312,no_counterexample_found,1710,10,
8313,no_counterexample_found,1998,113,
8314,no_counterexample_found,2105,181,
8315,no_counterexample_found,1979,6,
8316,no_counterexample_found,1558,6,
8317,no_counterexample_found,1438,6,
8318,no_counterexample_found,2029,36,
8319,no_counterexample_found,1385,6,
8320,difference_test_written,1690,100,candidate_index=39;method1=OK;method2=EX
8321,no_counterexample_found,1746,36,
8322,no_counterexample_found,2015,36,
8323,no_counterexample_found,1576,10,
8324,no_counterexample_found,1845,81,
8325,no_counterexample_found,2058,81,
8326,difference_test_written,2057,90,candidate_index=9;method1=EX;method2=OK
8327,no_counterexample_found,2052,81,
8328,no_counterexample_found,2198,81,
8329,difference_test_written,2042,100,candidate_index=0;method1=OK;method2=OK
8330,no_counterexample_found,1746,81,
8331,no_counterexample_found,1416,6,
8332,no_counterexample_found,1936,81,
8333,no_counterexample_found,1869,81,
8334,difference_test_written,1780,100,candidate_index=11;method1=OK;method2=OK
8335,difference_test_written,2563,100,candidate_index=2;method1=OK;method2=OK
8336,difference_test_written,5960,100,candidate_index=0;method1=OK;method2=OK
8337,no_counterexample_found,2194,100,
8338,no_counterexample_found,2003,60,
8339,no_counterexample_found,1546,10,
8340,difference_test_written,1867,90,candidate_index=45;method1=OK;method2=OK
8341,no_counterexample_found,1667,90,
8342,no_counterexample_found,2046,60,
8343,difference_test_written,1884,90,candidate_index=45;method1=OK;method2=OK
8344,difference_test_written,1703,90,candidate_index=54;method1=OK;method2=OK
8345,no_counterexample_found,1639,90,
8346,difference_test_written,1735,60,candidate_index=44;method1=OK;method2=OK
8347,no_counterexample_found,1615,60,
8348,difference_test_written,1418,60,candidate_index=44;method1=OK;method2=OK
8349,difference_test_written,2004,90,candidate_index=45;method1=OK;method2=EX
8350,no_counterexample_found,1707,90,
8351,no_counterexample_found,1851,100,
8352,difference_test_written,2109,90,candidate_index=63;method1=OK;method2=OK
8353,no_counterexample_found,1939,90,
8354,no_counterexample_found,1769,90,
8355,no_counterexample_found,2201,60,
8356,no_counterexample_found,2242,90,
8357,no_counterexample_found,1827,60,
8358,difference_test_written,61658,90,candidate_index=45;method1=OK;method2=OK
8359,no_counterexample_found,2132,90,
8360,difference_test_written,1775,90,candidate_index=45;method1=OK;method2=OK
8361,no_counterexample_found,2121,90,
8362,no_counterexample_found,1799,90,
8363,no_counterexample_found,1954,90,
8364,no_counterexample_found,3524,9,
8365,no_counterexample_found,1509,60,
8366,difference_test_written,1918,60,candidate_index=44;method1=OK;method2=OK
8367,no_counterexample_found,1804,60,
8368,no_counterexample_found,1641,9,
8369,difference_test_written,2675,60,candidate_index=44;method1=OK;method2=OK
8370,no_counterexample_found,1987,9,
8371,no_counterexample_found,2237,100,
