class_id,status,elapsed_ms,candidate_count,detail
5451,no_counterexample_found,1532,10,
5452,no_counterexample_found,2056,10,
5453,no_counterexample_found,1767,113,
5454,no_counterexample_found,1433,10,
5455,no_counterexample_found,1441,10,
5456,no_counterexample_found,1432,10,
5457,no_counterexample_found,1475,10,
5458,no_counterexample_found,1472,4,
5459,no_counterexample_found,1462,10,
5460,no_counterexample_found,1456,10,
5461,no_counterexample_found,1424,10,
5462,no_counterexample_found,1476,10,
5463,no_counterexample_found,1412,10,
5464,difference_test_written,1794,148,candidate_index=147;method1=OK;method2=OK
5465,no_counterexample_found,1365,10,
5466,no_counterexample_found,1397,10,
5467,no_counterexample_found,1371,10,
5468,no_counterexample_found,1369,10,
5469,no_counterexample_found,1389,10,
5470,no_counterexample_found,1346,10,
5471,no_counterexample_found,1691,60,
5472,no_counterexample_found,1846,10,
5473,no_counterexample_found,1493,10,
5474,no_counterexample_found,1407,10,
5475,no_counterexample_found,1442,10,
5476,no_counterexample_found,1461,10,
5477,no_counterexample_found,1454,10,
5478,no_counterexample_found,1397,10,
5479,no_counterexample_found,1380,10,
5480,no_counterexample_found,1463,10,
5481,no_counterexample_found,1407,4,
5482,no_counterexample_found,1394,10,
5483,no_counterexample_found,1400,10,
5484,no_counterexample_found,1358,10,
5485,no_counterexample_found,1340,10,
5486,no_counterexample_found,1401,10,
5487,no_counterexample_found,1356,10,
5488,no_counterexample_found,1355,10,
5489,no_counterexample_found,1343,10,
5490,no_counterexample_found,1404,10,
5491,no_counterexample_found,1346,10,
5492,no_counterexample_found,1335,10,
5493,no_counterexample_found,1350,10,
5494,no_counterexample_found,1375,10,
5495,no_counterexample_found,1374,10,
5496,no_counterexample_found,1380,10,
5497,no_counterexample_found,1477,60,
5498,no_counterexample_found,1529,60,
5499,no_counterexample_found,1382,10,
5500,no_counterexample_found,1356,10,
5501,no_counterexample_found,1386,10,
5502,no_counterexample_found,1392,10,
5503,no_counterexample_found,1366,10,
5504,no_counterexample_found,1499,60,
5505,no_counterexample_found,1534,60,
5506,no_counterexample_found,1526,60,
5507,difference_test_written,1551,60,candidate_index=2;method1=OK;method2=OK
5508,no_counterexample_found,1486,60,
5509,difference_test_written,1547,60,candidate_index=2;method1=OK;method2=OK
5510,no_counterexample_found,1518,60,
5511,difference_test_written,1545,100,candidate_index=0;method1=OK;method2=OK
5512,no_counterexample_found,1489,60,
5513,difference_test_written,2057,100,candidate_index=0;method1=OK;method2=OK
5514,no_counterexample_found,1408,10,
5515,no_counterexample_found,1657,10,
5516,no_counterexample_found,1831,10,
5517,no_counterexample_found,1748,10,
5518,no_counterexample_found,1794,10,
5519,no_counterexample_found,1800,10,
5520,no_counterexample_found,1745,10,
