class_id,status,difference_kind,case_count,case_label,logical_args,method1_status,method2_status,method1_exception_class,method2_exception_class,error
8028,no_difference,,1,,[],,,,,
8038,no_difference,,4,,[],,,,,
8024,no_difference,,1,,[],,,,,
8031,no_difference,,1,,[],,,,,
8011,no_difference,,1,,[],,,,,
8039,no_difference,,4,,[],,,,,
8030,no_difference,,1,,[],,,,,
8041,no_difference,,4,,[],,,,,
8040,no_difference,,4,,[],,,,,
8036,no_difference,,4,,[],,,,,
8043,no_difference,,4,,[],,,,,
8037,no_difference,,4,,[],,,,,
8045,no_difference,,1,,[],,,,,
8050,no_difference,,1,,[],,,,,
8047,no_difference,,4,,[],,,,,
8052,no_difference,,4,,[],,,,,
8048,no_difference,,4,,[],,,,,
8058,no_difference,,1,,[],,,,,
8055,no_difference,,1,,[],,,,,
8054,no_difference,,4,,[],,,,,
8053,no_difference,,4,,[],,,,,
8056,no_difference,,1,,[],,,,,
8063,no_difference,,1,,[],,,,,
8061,no_difference,,1,,[],,,,,
8075,no_difference,,4,,[],,,,,
8074,no_difference,,4,,[],,,,,
8065,no_difference,,1,,[],,,,,
8066,no_difference,,1,,[],,,,,
8090,no_difference,,9,,[],,,,,
8064,no_difference,,1,,[],,,,,
8081,no_difference,,16,,[],,,,,
8088,no_difference,,9,,[],,,,,
8082,no_difference,,16,,[],,,,,
8070,no_difference,,1,,[],,,,,
8093,no_difference,,9,,[],,,,,
8097,no_difference,,9,,[],,,,,
8095,no_difference,,9,,[],,,,,
8096,no_difference,,9,,[],,,,,
8099,no_difference,,9,,[],,,,,
8098,no_difference,,9,,[],,,,,
8109,no_difference,,9,,[],,,,,
8107,no_difference,,9,,[],,,,,
8100,no_difference,,9,,[],,,,,
8106,no_difference,,9,,[],,,,,
8111,no_difference,,9,,[],,,,,
8120,no_difference,,1,,[],,,,,
8122,no_difference,,1,,[],,,,,
8193,no_difference,,4,,[],,,,,
8139,no_difference,,1,,[],,,,,
8138,no_difference,,1,,[],,,,,
8157,no_difference,,4,,[],,,,,
8189,no_difference,,9,,[],,,,,
8154,no_difference,,9,,[],,,,,
8165,no_difference,,4,,[],,,,,
8155,no_difference,,9,,[],,,,,
8178,no_difference,,9,,[],,,,,
8192,no_difference,,4,,[],,,,,
8194,no_difference,,9,,[],,,,,
8195,no_difference,,1,,[],,,,,
8197,no_difference,,1,,[],,,,,
8203,no_difference,,4,,[],,,,,
8199,no_difference,,9,,[],,,,,
8202,no_difference,,4,,[],,,,,
8201,no_difference,,9,,[],,,,,
8205,no_difference,,9,,[],,,,,
8211,no_difference,,1,,[],,,,,
8210,no_difference,,9,,[],,,,,
