class_id,status,elapsed_ms,candidate_count,detail
8072,no_counterexample_found,1855,125,
8073,no_counterexample_found,2185,10,
8074,no_counterexample_found,1987,10,
8075,no_counterexample_found,1755,10,
8076,no_counterexample_found,1500,90,
8077,no_counterexample_found,9434,90,
8078,difference_test_written,1829,10,candidate_index=0;method1=OK;method2=EX
8079,no_counterexample_found,1924,181,
8080,no_counterexample_found,2125,100,
8081,no_counterexample_found,2192,100,
8082,no_counterexample_found,2173,100,
8083,no_counterexample_found,1907,100,
8084,no_counterexample_found,1871,100,
8085,no_counterexample_found,1974,90,
8086,difference_test_written,1933,72,candidate_index=3;method1=OK;method2=OK
8087,difference_test_written,1968,72,candidate_index=3;method1=OK;method2=OK
8088,no_counterexample_found,1761,100,
8089,difference_test_written,1982,81,candidate_index=45;method1=OK;method2=OK
8090,difference_test_written,1959,81,candidate_index=45;method1=OK;method2=OK
8091,no_counterexample_found,1836,90,
8092,difference_test_written,1844,81,candidate_index=17;method1=EX;method2=OK
8093,difference_test_written,2011,81,candidate_index=45;method1=OK;method2=OK
8094,difference_test_written,2009,81,candidate_index=45;method1=OK;method2=OK
8095,difference_test_written,2098,81,candidate_index=45;method1=OK;method2=OK
8096,difference_test_written,1967,81,candidate_index=45;method1=OK;method2=OK
8097,difference_test_written,1646,81,candidate_index=45;method1=OK;method2=OK
8098,difference_test_written,1943,81,candidate_index=45;method1=OK;method2=OK
8099,difference_test_written,2031,81,candidate_index=45;method1=OK;method2=OK
8100,difference_test_written,2317,81,candidate_index=45;method1=OK;method2=OK
8101,difference_test_written,2128,81,candidate_index=45;method1=OK;method2=OK
8102,difference_test_written,2031,81,candidate_index=45;method1=OK;method2=OK
8103,difference_test_written,1971,81,candidate_index=45;method1=OK;method2=OK
8104,difference_test_written,2074,81,candidate_index=17;method1=EX;method2=OK
8105,difference_test_written,3721,81,candidate_index=45;method1=OK;method2=OK
8106,difference_test_written,1798,81,candidate_index=45;method1=OK;method2=OK
8107,difference_test_written,1984,81,candidate_index=45;method1=OK;method2=OK
8108,difference_test_written,1721,81,candidate_index=45;method1=OK;method2=OK
8109,difference_test_written,1681,81,candidate_index=45;method1=OK;method2=OK
8110,difference_test_written,1902,72,candidate_index=1;method1=OK;method2=OK
8111,difference_test_written,1854,81,candidate_index=45;method1=OK;method2=OK
8112,difference_test_written,1942,72,candidate_index=3;method1=OK;method2=OK
8113,difference_test_written,1688,81,candidate_index=45;method1=OK;method2=OK
8114,difference_test_written,2012,81,candidate_index=1;method1=EX;method2=OK
8115,no_counterexample_found,1980,100,
8116,no_counterexample_found,1772,16,
8117,difference_test_written,2158,90,candidate_index=0;method1=OK;method2=OK
8118,difference_test_written,1906,72,candidate_index=1;method1=OK;method2=OK
8119,no_counterexample_found,1661,16,
8120,no_counterexample_found,1790,16,
8121,no_counterexample_found,1791,16,
8122,no_counterexample_found,2121,16,
8123,difference_test_written,1830,72,candidate_index=3;method1=OK;method2=OK
8124,no_counterexample_found,1932,125,
8125,no_counterexample_found,2330,125,
8126,no_counterexample_found,1950,90,
8127,no_counterexample_found,1687,6,
8128,no_counterexample_found,2013,100,
8129,no_counterexample_found,1681,6,
8130,no_counterexample_found,1796,100,
8131,no_counterexample_found,1811,100,
8132,no_counterexample_found,1958,125,
8133,difference_test_written,4630,125,candidate_index=7;method1=OK;method2=EX
8134,no_counterexample_found,1708,50,
8135,difference_test_written,1741,6,candidate_index=3;method1=OK;method2=OK
8136,no_counterexample_found,1735,4,
8137,no_counterexample_found,1383,4,
8138,no_counterexample_found,1690,4,
8139,no_counterexample_found,1804,4,
8140,difference_test_written,1912,100,candidate_index=11;method1=OK;method2=OK
8141,no_counterexample_found,2148,125,
8142,difference_test_written,2098,90,candidate_index=10;method1=OK;method2=OK
8143,difference_test_written,2192,90,candidate_index=10;method1=OK;method2=OK
8144,difference_test_written,1804,100,candidate_index=11;method1=OK;method2=OK
8145,difference_test_written,1811,100,candidate_index=0;method1=OK;method2=OK
8146,difference_test_written,1747,100,candidate_index=11;method1=OK;method2=OK
8147,difference_test_written,1689,81,candidate_index=0;method1=OK;method2=OK
8148,no_counterexample_found,2138,125,
8149,no_counterexample_found,1548,100,
8150,no_counterexample_found,1773,36,
8151,no_counterexample_found,1726,4,
8152,difference_test_written,2058,100,candidate_index=59;method1=OK;method2=OK
8153,no_counterexample_found,1858,100,
8154,no_counterexample_found,2062,100,
8155,no_counterexample_found,2288,100,
8156,no_counterexample_found,1885,60,
8157,no_counterexample_found,2162,60,
8158,no_counterexample_found,1819,81,
8159,difference_test_written,1916,100,candidate_index=37;method1=EX;method2=EX
8160,no_counterexample_found,1910,81,
8161,no_counterexample_found,2047,81,
8162,no_counterexample_found,1870,100,
8163,no_counterexample_found,1751,100,
8164,no_counterexample_found,2016,81,
8165,no_counterexample_found,2045,60,
8166,no_counterexample_found,1761,81,
8167,no_counterexample_found,1875,81,
8168,no_counterexample_found,1981,81,
8169,no_counterexample_found,1608,81,
8170,no_counterexample_found,2310,81,
8171,no_counterexample_found,1968,100,
