class_id,status,elapsed_ms,candidate_count,detail
9001,no_counterexample_found,2922,81,
9002,no_counterexample_found,2269,7,
9003,no_counterexample_found,2266,7,
9004,no_counterexample_found,2321,81,
9005,no_counterexample_found,2691,64,
9006,no_counterexample_found,2432,81,
9007,no_counterexample_found,2635,81,
9008,no_counterexample_found,2387,81,
9009,no_counterexample_found,2274,81,
9010,difference_test_written,2234,81,candidate_index=1;method1=EX;method2=OK
9011,no_counterexample_found,2362,36,
9012,no_counterexample_found,2537,44,
9013,no_counterexample_found,2356,44,
9014,no_counterexample_found,2350,44,
9015,no_counterexample_found,2464,100,
9016,no_counterexample_found,2094,7,
9017,no_counterexample_found,2114,7,
9018,no_counterexample_found,2032,7,
9019,no_counterexample_found,2118,7,
9020,no_counterexample_found,2141,7,
9021,no_counterexample_found,2141,10,
9022,no_counterexample_found,2189,10,
9023,no_counterexample_found,2150,10,
9024,no_counterexample_found,2054,10,
9025,no_counterexample_found,2179,10,
9026,no_counterexample_found,2130,10,
9027,no_counterexample_found,2405,100,
9028,difference_test_written,2129,10,candidate_index=0;method1=OK;method2=OK
9029,no_counterexample_found,2464,81,
9030,no_counterexample_found,2507,81,
9031,no_counterexample_found,2443,81,
9032,difference_test_written,2406,81,candidate_index=9;method1=EX;method2=OK
9033,no_counterexample_found,2048,7,
9034,no_counterexample_found,2505,81,
9035,no_counterexample_found,2488,81,
9036,no_counterexample_found,2445,81,
9037,no_counterexample_found,2463,81,
9038,no_counterexample_found,2476,81,
9039,difference_test_written,2367,81,candidate_index=1;method1=EX;method2=OK
9040,no_counterexample_found,2153,16,
9041,difference_test_written,2140,10,candidate_index=1;method1=OK;method2=EX
9042,no_counterexample_found,2463,16,
9043,no_counterexample_found,2330,100,
9044,no_counterexample_found,2085,7,
9045,no_counterexample_found,2063,7,
9046,no_counterexample_found,2792,181,
9047,no_counterexample_found,2164,7,
9048,no_counterexample_found,2298,16,
9049,no_counterexample_found,2165,7,
9050,no_counterexample_found,2832,113,
9051,no_counterexample_found,2520,100,
9052,no_counterexample_found,2166,7,
9053,no_counterexample_found,2166,16,
9054,no_counterexample_found,2415,100,
9055,no_counterexample_found,2467,25,
9056,no_counterexample_found,2508,100,
9057,no_counterexample_found,2011,7,
9058,no_counterexample_found,2111,7,
9059,no_counterexample_found,2262,16,
9060,difference_test_written,2389,100,candidate_index=3;method1=OK;method2=OK
9061,no_counterexample_found,2292,16,
9062,no_counterexample_found,2345,16,
9063,difference_test_written,2635,81,candidate_index=17;method1=OK;method2=EX
9064,no_counterexample_found,2810,81,
9065,difference_test_written,2695,81,candidate_index=17;method1=OK;method2=EX
9066,difference_test_written,2279,100,candidate_index=2;method1=OK;method2=OK
9067,no_counterexample_found,2117,6,
9068,difference_test_written,2540,81,candidate_index=17;method1=OK;method2=EX
9069,no_counterexample_found,2418,6,
9070,difference_test_written,2345,81,candidate_index=17;method1=OK;method2=EX
9071,no_counterexample_found,2225,90,
9072,no_counterexample_found,1953,6,
9073,no_counterexample_found,2264,16,
9074,no_counterexample_found,2308,16,
9075,no_counterexample_found,2451,90,
9076,no_counterexample_found,1982,6,
9077,no_counterexample_found,2314,90,
9078,no_counterexample_found,2355,81,
9079,no_counterexample_found,1996,16,
9080,no_counterexample_found,2047,81,
9081,no_counterexample_found,2169,81,
9082,no_counterexample_found,2077,6,
9083,no_counterexample_found,2280,81,
9084,difference_test_written,2156,81,candidate_index=45;method1=OK;method2=OK
9085,no_counterexample_found,1950,7,
9086,no_counterexample_found,2128,81,
9087,no_counterexample_found,2253,81,
9088,no_counterexample_found,2148,81,
9089,difference_test_written,2130,81,candidate_index=1;method1=EX;method2=OK
9090,difference_test_written,2128,90,candidate_index=63;method1=OK;method2=OK
9091,no_counterexample_found,1896,7,
9092,no_counterexample_found,2207,81,
9093,no_counterexample_found,2422,81,
9094,no_counterexample_found,2207,81,
9095,no_counterexample_found,2253,81,
9096,no_counterexample_found,2163,81,
9097,no_counterexample_found,1696,7,
9098,difference_test_written,2183,81,candidate_index=1;method1=EX;method2=OK
9099,no_counterexample_found,1972,7,
9100,no_counterexample_found,1976,10,
