class_id,status,elapsed_ms,candidate_count,detail
9601,difference_test_written,2376,7,candidate_index=6;method1=OK;method2=OK
9602,no_counterexample_found,2619,81,
9603,no_counterexample_found,2616,81,
9604,no_counterexample_found,2626,81,
9605,no_counterexample_found,2808,81,
9606,no_counterexample_found,2491,81,
9607,no_counterexample_found,2082,7,
9608,no_counterexample_found,2729,81,
9609,difference_test_written,2853,90,candidate_index=54;method1=OK;method2=OK
9610,no_counterexample_found,2381,81,
9611,no_counterexample_found,2953,81,
9612,no_counterexample_found,2404,81,
9613,no_counterexample_found,2541,81,
9614,no_counterexample_found,2815,81,
9615,no_counterexample_found,2728,10,
9616,no_counterexample_found,2695,81,
9617,no_counterexample_found,2492,81,
9618,no_counterexample_found,2792,81,
9619,no_counterexample_found,2778,81,
9620,no_counterexample_found,3078,81,
9621,no_counterexample_found,2417,90,
9622,no_counterexample_found,2780,81,
9623,no_counterexample_found,2463,81,
9624,no_counterexample_found,2410,81,
9625,no_counterexample_found,2124,10,
9626,no_counterexample_found,2453,81,
9627,no_counterexample_found,2581,81,
9628,no_counterexample_found,2119,7,
9629,difference_test_written,2435,81,candidate_index=13;method1=OK;method2=OK
9630,no_counterexample_found,2152,10,
9631,no_counterexample_found,2202,6,
9632,no_counterexample_found,2174,10,
9633,no_counterexample_found,2576,81,
9634,no_counterexample_found,2315,81,
9635,no_counterexample_found,2114,7,
9636,no_counterexample_found,2593,81,
9637,no_counterexample_found,2257,81,
9638,no_counterexample_found,2307,81,
9639,no_counterexample_found,2606,81,
9640,no_counterexample_found,2434,81,
9641,no_counterexample_found,2664,81,
9642,no_counterexample_found,2492,81,
9643,no_counterexample_found,2394,81,
9644,no_counterexample_found,2477,81,
9645,no_counterexample_found,2564,81,
9646,no_counterexample_found,2182,7,
9647,no_counterexample_found,2122,7,
9648,no_counterexample_found,2273,81,
9649,no_counterexample_found,2262,6,
9650,difference_test_written,2330,100,candidate_index=6;method1=OK;method2=OK
9651,no_counterexample_found,2248,7,
9652,no_counterexample_found,2168,6,
9653,no_counterexample_found,2360,81,
9654,no_counterexample_found,2599,81,
9655,no_counterexample_found,2245,7,
9656,no_counterexample_found,2426,81,
9657,no_counterexample_found,2828,81,
9658,no_counterexample_found,2390,81,
9659,no_counterexample_found,2329,81,
9660,no_counterexample_found,2503,81,
9661,no_counterexample_found,2490,81,
9662,no_counterexample_found,2448,81,
9663,no_counterexample_found,2733,10,
9664,no_counterexample_found,2812,81,
9665,no_counterexample_found,2874,58,
9666,no_counterexample_found,2415,7,
9667,no_counterexample_found,2388,7,
9668,no_counterexample_found,2473,7,
9669,difference_test_written,2494,6,candidate_index=4;method1=OK;method2=OK
9670,no_counterexample_found,2358,6,
9671,difference_test_written,2780,125,candidate_index=38;method1=OK;method2=OK
9672,no_counterexample_found,2284,6,
9673,no_counterexample_found,2274,7,
9674,no_counterexample_found,2193,7,
9675,no_counterexample_found,2300,7,
9676,no_counterexample_found,2700,81,
9677,no_counterexample_found,2574,81,
9678,no_counterexample_found,2677,81,
9679,no_counterexample_found,2603,81,
9680,no_counterexample_found,2503,81,
9681,no_counterexample_found,2416,81,
9682,no_counterexample_found,2612,81,
9683,no_counterexample_found,2726,81,
9684,no_counterexample_found,2492,81,
9685,no_counterexample_found,2393,81,
9686,no_counterexample_found,2111,81,
9687,no_counterexample_found,2179,81,
9688,no_counterexample_found,2108,7,
9689,no_counterexample_found,1887,7,
9690,no_counterexample_found,1995,40,
9691,difference_test_written,1992,40,candidate_index=8;method1=OK;method2=OK
9692,no_counterexample_found,1895,7,
9693,no_counterexample_found,2397,81,
9694,no_counterexample_found,2172,7,
9695,no_counterexample_found,2431,81,
9696,no_counterexample_found,2557,81,
9697,no_counterexample_found,2618,81,
9698,no_counterexample_found,2215,81,
9699,no_counterexample_found,2566,81,
9700,no_counterexample_found,2130,81,
