class_id,status,difference_kind,case_count,case_label,logical_args,method1_status,method2_status,method1_exception_class,method2_exception_class,error
6,no_difference,,4,,[],,,,,
15,no_difference,,4,,[],,,,,
17,no_difference,,4,,[],,,,,
18,no_difference,,4,,[],,,,,
19,no_difference,,4,,[],,,,,
20,no_difference,,4,,[],,,,,
21,no_difference,,4,,[],,,,,
23,no_difference,,4,,[],,,,,
24,no_difference,,4,,[],,,,,
25,no_difference,,4,,[],,,,,
27,no_difference,,4,,[],,,,,
28,no_difference,,4,,[],,,,,
29,no_difference,,4,,[],,,,,
30,no_difference,,4,,[],,,,,
31,no_difference,,4,,[],,,,,
37,no_difference,,4,,[],,,,,
38,no_difference,,4,,[],,,,,
39,no_difference,,4,,[],,,,,
41,no_difference,,4,,[],,,,,
43,no_difference,,4,,[],,,,,
44,no_difference,,4,,[],,,,,
45,no_difference,,4,,[],,,,,
46,no_difference,,4,,[],,,,,
47,no_difference,,4,,[],,,,,
48,no_difference,,4,,[],,,,,
49,no_difference,,4,,[],,,,,
51,no_difference,,4,,[],,,,,
52,no_difference,,4,,[],,,,,
55,no_difference,,6,,[],,,,,
57,no_difference,,4,,[],,,,,
60,no_difference,,4,,[],,,,,
61,no_difference,,6,,[],,,,,
63,no_difference,,4,,[],,,,,
64,no_difference,,4,,[],,,,,
70,no_difference,,6,,[],,,,,
71,no_difference,,6,,[],,,,,
76,no_difference,,7,,[],,,,,
77,no_difference,,7,,[],,,,,
80,no_difference,,9,,[],,,,,
81,no_difference,,9,,[],,,,,
82,no_difference,,9,,[],,,,,
87,no_difference,,9,,[],,,,,
91,no_difference,,4,,[],,,,,
95,no_difference,,4,,[],,,,,
102,no_difference,,10,,[],,,,,
103,no_difference,,10,,[],,,,,
121,no_difference,,10,,[],,,,,
122,no_difference,,10,,[],,,,,
123,no_difference,,10,,[],,,,,
124,no_difference,,10,,[],,,,,
130,no_difference,,10,,[],,,,,
136,no_difference,,6,,[],,,,,
146,no_difference,,3,,[],,,,,
147,no_difference,,3,,[],,,,,
148,no_difference,,3,,[],,,,,
150,no_difference,,3,,[],,,,,
151,no_difference,,3,,[],,,,,
152,no_difference,,3,,[],,,,,
153,no_difference,,3,,[],,,,,
154,no_difference,,3,,[],,,,,
156,no_difference,,3,,[],,,,,
157,no_difference,,3,,[],,,,,
158,no_difference,,3,,[],,,,,
159,no_difference,,3,,[],,,,,
160,no_difference,,3,,[],,,,,
161,no_difference,,3,,[],,,,,
162,no_difference,,3,,[],,,,,
163,no_difference,,3,,[],,,,,
164,no_difference,,3,,[],,,,,
165,no_difference,,3,,[],,,,,
166,no_difference,,3,,[],,,,,
167,no_difference,,3,,[],,,,,
168,no_difference,,3,,[],,,,,
169,no_difference,,3,,[],,,,,
172,no_difference,,3,,[],,,,,
