class_id,status,elapsed_ms,candidate_count,detail
1,difference_existing_test,984,5,candidate_index=0;method1=OK;method2=OK
2,difference_existing_test,1152,114,candidate_index=0;method1=OK;method2=OK
3,no_counterexample_found,1185,125,
4,difference_existing_test,1080,10,candidate_index=0;method1=OK;method2=EX
5,difference_existing_test,1160,10,candidate_index=0;method1=OK;method2=EX
6,no_counterexample_found,1023,10,
7,difference_existing_test,1045,10,candidate_index=0;method1=OK;method2=OK
8,difference_existing_test,1071,10,candidate_index=0;method1=OK;method2=OK
9,difference_existing_test,999,10,candidate_index=0;method1=OK;method2=OK
10,difference_existing_test,982,10,candidate_index=0;method1=OK;method2=OK
11,difference_existing_test,984,10,candidate_index=0;method1=OK;method2=OK
12,difference_existing_test,975,10,candidate_index=0;method1=OK;method2=OK
13,difference_existing_test,969,10,candidate_index=0;method1=OK;method2=OK
14,difference_existing_test,976,10,candidate_index=0;method1=OK;method2=OK
15,no_counterexample_found,972,10,
16,difference_existing_test,1023,10,candidate_index=0;method1=OK;method2=OK
17,no_counterexample_found,955,10,
18,no_counterexample_found,963,10,
19,no_counterexample_found,1026,10,
20,no_counterexample_found,1025,10,
21,no_counterexample_found,1028,10,
22,no_counterexample_found,976,10,
23,no_counterexample_found,975,10,
24,no_counterexample_found,979,10,
25,no_counterexample_found,985,10,
26,difference_existing_test,986,10,candidate_index=0;method1=OK;method2=OK
27,no_counterexample_found,982,10,
28,no_counterexample_found,973,10,
29,no_counterexample_found,1019,10,
30,no_counterexample_found,1029,10,
31,no_counterexample_found,1223,10,
32,difference_existing_test,1014,10,candidate_index=0;method1=OK;method2=OK
33,difference_existing_test,979,10,candidate_index=0;method1=OK;method2=OK
34,difference_existing_test,971,10,candidate_index=0;method1=OK;method2=OK
35,difference_existing_test,969,10,candidate_index=0;method1=OK;method2=OK
36,difference_existing_test,973,10,candidate_index=0;method1=OK;method2=OK
37,no_counterexample_found,960,10,
38,no_counterexample_found,968,10,
39,no_counterexample_found,966,10,
40,no_counterexample_found,975,10,
41,no_counterexample_found,957,10,
42,no_counterexample_found,975,10,
43,no_counterexample_found,966,10,
44,no_counterexample_found,969,10,
45,no_counterexample_found,984,10,
46,no_counterexample_found,970,10,
47,no_counterexample_found,956,10,
48,no_counterexample_found,964,10,
49,no_counterexample_found,1000,10,
50,no_counterexample_found,1008,10,
51,no_counterexample_found,1035,10,
52,no_counterexample_found,1061,10,
53,difference_existing_test,1052,5,candidate_index=3;method1=OK;method2=OK
54,no_counterexample_found,1428,50,
55,no_counterexample_found,1210,50,
56,no_counterexample_found,1225,50,
57,no_counterexample_found,1173,45,
58,no_counterexample_found,1226,45,
59,no_counterexample_found,1304,45,
60,no_counterexample_found,1326,45,
61,no_counterexample_found,1217,50,
62,no_counterexample_found,1170,50,
63,no_counterexample_found,1188,45,
64,no_counterexample_found,1322,50,
65,no_counterexample_found,1116,50,
66,no_counterexample_found,1131,50,
67,no_counterexample_found,1138,45,
68,no_counterexample_found,1007,8,
69,no_counterexample_found,1066,45,
70,no_counterexample_found,1076,45,
71,no_counterexample_found,1058,45,
72,no_counterexample_found,1050,30,
73,difference_existing_test,1027,9,candidate_index=0;method1=OK;method2=OK
74,difference_existing_test,1007,9,candidate_index=4;method1=OK;method2=OK
75,no_counterexample_found,1192,125,
76,no_counterexample_found,1247,125,
77,no_counterexample_found,1166,125,
78,difference_existing_test,1472,367,candidate_index=0;method1=OK;method2=OK
